,full_text,startYear,averageRating,numVotes,writers,directors,actors
1388, Comedy Régina,1957,6.2,26, Rodolphe-MauriceArlaud JeanBoyer SergeVeber, JeanBoyer, LineRenaud NoëlRoquevert PhilippeNicaud Jean-JacquesDelbo GeorgetteAnys PaulBonifas LouisBugette JacquesSablon René-LouisLafforgue MaxElloy
1389, Comedy Drama Music Magnolia Productions Sweetland Films Jean Doumanian Productions new york city jazz guitar night life egocentrism jazz singer or musician pretty woman mudez violão,1999,7.2,37877, WoodyAllen, WoodyAllen, SeanPenn SamanthaMorton WoodyAllen BenDuncan DanielOkrent DanMoran TonyDarrow ChrisBauer ConstanceShulman KellieOverbey
1390, Comedy Drama Romance Cable Distribution Fund Max Films cycling woman director,1998,6.6,582, ManonBriand, ManonBriand, CharlotteLaurier DinoTavarone JonathanBolduc SuzanneClément YvesPelletier LouiseForestier AndréBrassard PascalAuclair JiCiLauzon FranceGalarneau
1391, Comedy Paris Ciné Films,1936,6.8,44, GeorgesCourteline YvesMirande, YvesMirande, LucienBaroux PierreLarquey GabrielSignoret SaturninFabre RogerDuchesne JeanTissier JosetteDay Arletty ArmandLurville GeorgesBever
1392, Animation Comedy Fantasy Comedy Central Films Comedy Central Paramount Scott Rudin Productions Warner Bros. Pictures South Park Studios hell musical surrealism world supremacy visions of hell elementary school atheist satan demon lgbt adult animation aftercreditsstinger based on tv series gay sex saddam hussein,1999,7.7,222964, TreyParker MattStone PamBrady, TreyParker, TreyParker TreyParker TreyParker MattStone MattStone MattStone MaryKayBergman MaryKayBergman MaryKayBergman IsaacHayes JesseBrantHowell AnthonyCross-Thomas FranchescaClifford BruceHowell DebAdair JenniferHowell
1393, Comedy Drama Romance,2000,7.3,209, ChristopherRobinHood, ChristopherRobinHood, JackBradley MicheleHoward ShawnKerwin KarenNewman TonyAbruzzo JaneWalworth HarryMitchell ChipDuford StephanieConfer JeffreyGoodrich
1394," Comedy Drama Romance puberty date dublin, ireland best friend woman director",1999,6.5,2286, BrendanO'Carroll JohnGoldsmith, AnjelicaHuston, AnjelicaHuston MarionO'Dwyer NiallO'Shea CiaranOwens RoxannaNicLiam CarlPower MarkPower GarethO'Connor JamesLappin RayWinstone
1395, Comedy Crime Little Bird Screen Ireland Filmstiftung Nordrhein-Westfalen Icon Entertainment International Miramax Tatfilm The Greenlight Fund Trigger Street Productions painting prosecution gang of thieves master thief police officer family extramarital affair,2000,6.3,14719, GerardStembridge, ThaddeusO'Sullivan, KevinSpacey LindaFiorentino PeterMullan StephenDillane HelenBaxendale DavidHayman PatrickMalahide GerardMcSorley DavidKelly GaryLydon
1396, Comedy,1938,7.9,12, RenéPujol, RenéPujol, Tichadel MarcelRousseau GermaineRoger PaulAzaïs JacquesLouvigny RaymondAimos MauriceLagrenée ElyaneCelis AndréFouché Sinoël
1397," Comedy Drama Fine Line Features san diego, california single mother mother daughter relationship",1999,6.7,3765, AngelaShelton GavinO'Connor, GavinO'Connor, JanetMcTeer KimberlyJ.Brown JayO.Sanders GavinO'Connor LaurelHolloman LoisSmith MichaelJ.Pollard AshleyBuccille CodyMcMains LindaPorter
1398, Comedy Drama Mr. Mudd Production Jersey Films Granada Productions Capitol Films United Artists Advanced Medien female friendship based on comic high school graduation best friend high school friends cynical social outcast art class record collector plaster personal ad blues music nunchaku prank telephone call aftercreditsstinger depressing,2001,7.3,131114, DanielClowes TerryZwigoff, TerryZwigoff, SteveBuscemi ThoraBirch ScarlettJohansson BradRenfro IlleanaDouglas BobBalaban StaceyTravis CharlesC.StevensonJr. DaveSheridan TomMcGowan
1399," Comedy Music Romance Roadside Attractions Good Machine coming out new york city drag queen go-go dancer roommates one-night stand stripper writer lgbt broadway musical manhattan, new york city gay theme gay relationship",1999,7.2,9854, JasonSchafer, JimFall, ChristianCampbell JohnPaulPitoc BradBeyer LaceyKohl ToriSpelling AbbeyHope BeckyCaldwell KateFlannery SteveHayes WillKeenan
1400, Comedy Summit Entertainment Universal Pictures Newmarket Capital Group Zide-Perry Productions innocence graduation loss of virginity coming of age high school student pie teen comedy teenage sexuality exchange student sex comedy voyeurism virginity laxative prom night teenager,1999,7.0,460959, AdamHerz, PaulWeitz, JasonBiggs ChrisKlein ThomasIanNicholas JenniferCoolidge ShannonElizabeth AlysonHannigan ClydeKusatsu EugeneLevy NatashaLyonne ChrisOwen
1401," Comedy Drama Romance Nimbus Film DR SVT Drama Zentropa Entertainments mentally disabled prostitute rape drowning countryside denmark funeral copenhagen, denmark upper class call girl manager boarding school housekeeper disabled dogme 95",1999,7.1,8315, AndersThomasJensen SørenKragh-Jacobsen, SørenKragh-Jacobsen, IbenHjejle AndersW.Berthelsen JesperAsholt EmilTarding AndersHove SofieGråbøl PaprikaSteen MetteBratlann SusanneStorm EllenHillingsø
1402, Action Adventure Animation TBS Bandai Visual STUDIO4℃ japan psychic power super soldier military killer child seinen anime,1998,6.5,4463, KatsuhiroÔtomo HiroshiTakashige RyojiMinagawa HirotsuguKawasaki YasutakaItô, HirotsuguKawasaki KatsuhiroÔtomo, ShôtarôMorikubo RyujiAigase TakehitoKoyasu KatsumiSuzuki KenShiroyama SakikoTamagawa KenjiTakano FumihikoGotô DaiMatsumoto HiroyukiOshida
1403," Adventure Comedy Music Corrupter Production Service Ltd. New Line Cinema Takoma Entertainment Base 12 Productions KISS Nation parent child relationship 1970s kiss drugs detroit, michigan",1999,6.8,42680, CarlV.Dupré, AdamRifkin, EdwardFurlong GiuseppeAndrews JamesDeBello SamHuntington LinShaye MelanieLynskey NatashaLyonne MilesDougal NickScotti EmmanuelleChriqui
1404, Adventure Comedy Drama Fireworks Pictures motel highway convertible surrealism road trip dream girl judgment lawyer parallel world courtroom inspirational romantic,2002,7.5,39990, BobGale, BobGale, JamesMarsden GaryOldman KurtRussell MatthewEdison PaulBrogren WayneRobson MichaelJ.Fox MelyssaAde JohnBourgeois RozMichaels
1405, Adventure Animation Comedy DreamWorks Animation DreamWorks Pictures prince water monster goddess sailor arabian nights 8th century,2003,6.8,63269, JohnLogan, PatrickGilmore TimJohnson, BradPitt CatherineZeta-Jones JosephFiennes MichellePfeiffer DennisHaysbert TimothyWest AdrianoGiannini RamanHui ChungChan JimCummings JimCummings
1406, Comedy Drama Arco Film Cineriz based on novel or book roman empire transvestism transvestite poet banquet ancient rome male homosexuality cross dressing ancient world satyricon,1969,6.1,298, Petronius RodolfoSonego, GianLuigiPolidoro, TinaAumont DonBacky MarioCarotenuto FrancoFabrizi GraziellaGranata ValérieLagrange FrancescoPau UgoTognazzi MargueriteH.Boulware ClaraColosimo
1407, Comedy Drama Union Générale Cinématographique (UGC) Les Films Christian Fechner based on novel or book 1910s,1999,7.4,3285, SébastienJaprisot GeorgesMontforez, JeanBecker, JacquesVilleret JacquesGamblin AndréDussollier MichelSerrault IsabelleCarré ÉricCantona SuzanneFlon JacquesDufilho GisèleCasadesus RolandMagdane
1408, Comedy Drama romance,1999,6.6,1188, BryanMichaelStoller, BryanMichaelStoller, YasmineBleeth DeanWinters EmilyMaeYoung LorraineAnsell RichardEden JamesEarlJones CaseyKasem Boogeloo CarherineKnight DavidL.McCallum
1409, Comedy,1934,6.2,24, WainwrightEvans ValValentine, RogerRichebé, Raimu GeorgesMorton FélixOudart HenriPoupon AugusteMouriès LéonNurbel SimoneDeguyse ChristianeDelyne CharlotteClasis NaneGermon
1410, Comedy mermaid,1973,6.6,50, Inconnu, DanMartin, ReneBond PorkChop PeggyChurch JacquelineGiroux MaryGoround MelodyLane Momo
1411, Comedy Crime Drama IMF Internationale Medien und Film GmbH & Co. Produktions KG Gramercy Pictures Propaganda Films ab'-strakt Pictures Universal Pictures bartender native american writer used car dealer nurse uniform tv production heart specialist anxious fugue state hilarious,2000,6.3,36948, JohnC.Richards JamesFlamberg, NeilLaBute, RenéeZellweger MorganFreeman ChrisRock GregKinnear AaronEckhart TiaTexada CrispinGlover PruittTaylorVince AllisonJanney KathleenWilhoite
1412," Action Comedy Crime Don Simpson/Jerry Bruckheimer Films Columbia Pictures drug smuggling miami, florida undercover agent cuba ku klux klan kidnapping money laundering mexican standoff ecstasy male friendship guantánamo sequel shootout criminal underworld drug lord exploding house dea agent undercover operation buddy cop narcotics detective aggressive action hero buddy movie haitian gang dead bodies absurd dramatic russian mobster exhilarated",2003,6.6,284889, GeorgeGallo MarianneWibberley CormacWibberley RonShelton JerryStahl, MichaelBay, WillSmith MartinLawrence GabrielleUnion JordiMollà PeterStormare TheresaRandle JoePantoliano MichaelShannon JonSeda YulVazquez
1413," Comedy Music Channel Four Films October Films musician los angeles, california woman director",1999,6.1,956, AllisonAnders KurtVoss, AllisonAnders KurtVoss, JadeGordon JohnTaylor MichaelDesBarres MartinKemp LarryKlein JohnDoe LucindaJenney MarionMoseley VeronicaNommenson ElenaNommensen
1414," Comedy Crime Thriller Polar Entertainment Corporation Artic Productions LLC Canal+ kidnapping baltimore, usa satire satanist blindfold perversion terrorism film director cinephile",2000,6.3,17754, JohnWaters, JohnWaters, MelanieGriffith StephenDorff AliciaWitt AdrianGrenier LawrenceGilliardJr. MaggieGyllenhaal JackNoseworthy MinkStole RickiLake PatriciaHearst
1415, Comedy Drama japan brother zen new age travel woman director,1999,7.2,1402, DorisDörrie RuthStadler, DorisDörrie, UweOchsenknecht Gustav-PeterWöhler PetraZieser UlrikeKriener AnicaDobra HeinerLauterbach FranzX.Gernstl GiselaGernstl JimiBlueOchsenknecht WilsonGonzalez
1416, Adventure Comedy Sci-Fi Gran Via Productions DreamWorks Pictures Mark Johnson Productions spacecraft teleportation space battle time travel parody spoof fans fan convention mischievous actor playful tv show humanoid alien galaxy quest suspenseful hilarious cheerful exhilarated,1999,7.4,188817, DavidHoward RobertGordon, DeanParisot, TimAllen SigourneyWeaver AlanRickman TonyShalhoub SamRockwell DarylMitchell EnricoColantoni RobinSachs PatrickBreen MissiPyle
1417, Comedy Thriller Bergman Lustig Productions Unapix Entertainment Productions love triangle friends singer murder author dead body lawyer best friend group of friends disposing of a dead body getting away with murder book,2000,6.1,1420, TimGarrick ScottRussell, EricBross, MackenzieAstin ToddField ToddField DinaMeyer NatashaGregsonWagner MichaelFlynn SteveO'Neill ScottSubiono JoeUnger FrancesBay RobertLewis
1418," Comedy Drama Romance BBC Film Filmstiftung Nordrhein-Westfalen Ealing Studios Fragile Films Focus Features Cougar Films Ltd. Minotaur Film Partnership No. 3 RTL X Filme Creative Pool london, england husband wife relationship workaholic florist flower shop womanizer lesbian relationship lgbt lesbian inspirational sapphic intimate newlyweds lesbian love",2005,6.8,38781, OlParker, OlParker, PiperPerabo LenaHeadey MatthewGoode CeliaImrie AnthonyHead DarrenBoyd SueJohnston BooJackson SharonHorgan EvaBirthistle
1419, Biography Comedy Drama Quorum Entertainment Articulus Entertainment vietnam wheelchair biography based on true story disability,2007,7.2,6192, BretMcKinney MarkAndrewOlsen KellyKennemer, StevenSawalich, RonLivingston MelissaGeorge MichaelSheen ClintJung MarionRoss RebeccaDeMornay JanssenVanDeYacht RidgeCanipe PaulMichael JohnLivingston
1420, Adventure Animation Comedy Columbia Pictures Sony Pictures Animation sea surfer surfboard wave world cup giant wave penguin world champion anthropomorphism animals mystical world anthropomorphic animal,2007,6.7,99680, DonRhymer AshBrannon ChrisBuck ChristopherJenkins ChristianDarren DiegoGarzon, AshBrannon ChrisBuck, ShiaLaBeouf ZooeyDeschanel JonHeder JeffBridges JeffBridges JamesWoods DiedrichBader MarioCantone KellySlater RobMachado SelemaMasekela
1421, Comedy Drama France Cinéma Productions Eran Riklis Productions Neue Impuls Film MACT Productions middle east bride,2004,7.4,3557, SuhaArraf EranRiklis, EranRiklis, HiamAbbass MakramKhoury ClaraKhoury AshrafBarhom AliSuliman EvelynKaplun Julie-AnneRoth AdnanTarabshi MarleneBajali UriGavriel
1422, Comedy Drama Romance Metro-Goldwyn-Mayer depression high school new love school performance suicide attempt cleverness drug addiction private school medicine girlfriend toilet advice teenage crush psychiatrist school bus,2007,6.9,67926, GustinNash, JonPoll, AntonYelchin RobertDowneyJr. HopeDavis KatDennings TylerHilton MarkRendall DylanTaylor MeganPark JakeEpstein JonathanMalen
1423," Action Adventure Animation DreamWorks Animation Aardman Paramount ship london, england return villain girlfriend rubin thug toad rat",2006,6.6,147333, DickClement IanLaFrenais ChristopherLloyd JoeKeenan WilliamDavies SamFell PeterLord DavidBowers PaulFisher RobertNelsonJacobs SimonNye TimSullivan, DavidBowers SamFell, HughJackman KateWinslet IanMcKellen JeanReno BillNighy AndySerkis ShaneRichie KathyBurke DavidSuchet MiriamMargolyes
1424," Action Adventure Comedy Warner Bros. Pictures Village Roadshow Pictures Mosaic Media Group Mad Chance Callahan Filmworks Atlas Entertainment Mel's Cite du Cinema WV Films IV dancing mission usa president washington dc, usa airplane undercover agent spy sarcasm bakery los angeles, california terrorism secret service government agent weight loss secret headquarters world domination moscow, russia hand to hand combat field agent ineptitude vice president criminal organization homeland security spycraft based on tv series smolensk",2008,6.5,235601, TomJ.Astle MattEmber MelBrooks BuckHenry, PeterSegal, SteveCarell AnneHathaway AlanArkin DwayneJohnson TerenceStamp TerryCrews DavidKoechner JamesCaan BillMurray PatrickWarburton
1425, Action Comedy Mystery Universal Pictures Big Talk Productions StudioCanal Working Title Films Focus Features Rogue Pictures countryside police village arrest parody partner murder rural area conspiracy serial killer gunfight police force buddy cop accident,2007,7.8,559995, EdgarWright SimonPegg, EdgarWright, SimonPegg NickFrost MartinFreeman BillNighy RobertPopper JoeCornish ChrisWaitt EricMason BillieWhitelaw PeterWight
1426, Comedy Romance Sport Entertainment Films Material Entertainment Beech Hill Films new love parent child relationship pregnancy fiancé training jogging marathon rent wedding,2007,6.5,70910, MichaelIanBlack SimonPegg, DavidSchwimmer, SimonPegg ThandiweNewton HankAzaria DylanMoran HarishPatel IndiadeBeaufort MatthewFenton SimonDay RuthSheen TyroneHuggins
1427," Comedy Crime Alliance Films canada trailer park dark comedy nova scotia, canada mockumentary marijuana based on tv series",2006,7.1,14032, MikeClattenburg RobbWells, MikeClattenburg, RobbWells JohnPaulTremblay MikeSmith LucyDecoutere LydiaLawson-Baird CoryBowles MichaelJackson GordDownie AlexLifeson GerryDee
1428, Action Comedy Horror Maloof Motion Pictures Neo Art & Logic Dimension Films LivePlanet Five Course Films monster rape impregnation duringcreditsstinger disturbed disgusted,2005,6.2,35691, PatrickMelton MarcusDunstan, JohnGulager, NaviRawat KristaAllen BalthazarGetty JudahFriedlander DuaneWhitaker ChauntaeDavies HannahBernall DianeAyalaGoldner JoshZuckerman HenryRollins
1429," Comedy Drama Musical Offspring Entertainment New Line Cinema Zadan / Meron Productions Ingenious Media dance dreams baltimore, usa race politics musical based on play or musical equality school party integration overweight woman remake teen movie agoraphobia based on movie suspicion of adultery man in drag 1960s dance show fat shaming",2007,6.7,144194, LeslieDixon JohnWaters MarkO'Donnell ThomasMeehan, AdamShankman, JohnTravolta QueenLatifah NikkiBlonsky MichellePfeiffer ChristopherWalken AmandaBynes JamesMarsden BrittanySnow ZacEfron ElijahKelley
1430, Comedy Musical Romance Bac Films coming out sexual identity infidelity friendship new love jealousy france aids parent child relationship holiday portugal eroticism cruising crush summer male masturbation masturbation lgbt pretending to be gay gay theme,2005,6.6,2147, OlivierDucastel JacquesMartineau, OlivierDucastel JacquesMartineau, GilbertMelki ValeriaBruniTedeschi SabrinaSeyvecou RomainTorres Jean-MarcBarr JacquesBonnaffé EdouardCollin YannickBaudin JulienWeber SébastienCormier
